Subject, sex, Trial, LocationX1, LocationY1, LocationZ1, ResponseX1, ResponseY1, ResponseZ1, SpatialError1, GoalTime1, ResponseTime1, TemporalError1, LocationX2, LocationY2, LocationZ2, ResponseX2, ResponseY2, ResponseZ2, SpatialError2, GoalTime2, ResponseTime2, TemporalError2, LocationX3, LocationY3, LocationZ3, ResponseX3, ResponseY3, ResponseZ3, SpatialError3, GoalTime3, ResponseTime3, TemporalError3
Demo6, Male, 30, -51.33, 4.48, -4.11, -51.33, 6.196371, -3.626159, 1.783264, 8.25, 0.6061726, -7.643827, -27.05, 0.086, 5.94, -27.05, 0.1560962, 6.200577, 0.2698406, 4.97, 0.985302, -3.984698, -1.78, 2.48, -5.31, -1.78, 2.259672, -8.033745, 2.732642, 1.73, 0.8375664, -0.8924336, 
Demo6, Male, 
